delete 2020-06-05 07:04:19.873 Thread: noteDeleteThread
delete 2020-06-05 07:04:23.505 Thread: todoDeleteThread
delete 2020-06-05 07:04:26.698 Thread: remainderDeleteThread
delete 2020-06-05 07:04:30.185 Thread: trackerDeleteThread
delete 2020-06-05 07:50:22.45 Thread: noteDeleteThread
delete 2020-06-05 07:50:24.952 Thread: todoDeleteThread
delete 2020-06-05 07:50:25.86 Thread: remainderDeleteThread
delete 2020-06-05 07:50:26.622 Thread: trackerDeleteThread
delete 2020-06-05 10:11:59.779 Thread: noteDeleteThread
delete 2020-06-05 10:15:32.746 Thread: remainderDeleteThread
delete 2020-06-05 10:22:48.288 Thread: noteDeleteThread
delete 2020-06-05 10:22:49.458 Thread: todoDeleteThread
delete 2020-06-05 10:22:50.445 Thread: remainderDeleteThread
delete 2020-06-05 10:22:51.371 Thread: trackerDeleteThread
